reference;nombre de pieces;nombre de chambres;surface;surface terrain;prix m2
F35/1511 /  17 octobre 2024;5.0;4.0;110.0;440.0;4.445
F47/0080 /  17 octobre 2024;;;520.0;;95.0
E99/3041 /  17 octobre 2024;3.0;2.0;63.36;;2.904
E62/0056 /  17 octobre 2024;2.0;1.0;41.0;;10.951
F38/2951 /  18 octobre 2024;7.0;3.0;172.0;679.0;2.012
E44/2133 /  18 octobre 2024;3.0;2.0;70.0;;5.143
E83/2738 /  17 octobre 2024;8.0;5.0;240.0;1.16;2.288
E81/0319 /  17 octobre 2024;6.0;3.0;120.0;216.0;4.708
F28/1069 /  17 octobre 2024;3.0;2.0;70.0;;5.071
F32/1471 /  18 octobre 2024;7.0;6.0;132.0;50.0;2.424
F45/0932 /  18 octobre 2024;3.0;2.0;48.0;;
F01/0152 /  17 octobre 2024;4.0;3.0;87.0;310.0;
F39/0283 /  17 octobre 2024;5.0;3.0;140.0;1.75;2.107
E98/1301 /  17 octobre 2024;6.0;3.0;128.0;500.0;4.531
E93/0629 /  17 octobre 2024;2.0;1.0;29.51;;6.71
E79/2144 /  19 octobre 2024;5.0;4.0;146.0;600.0;4.651
F36/0364 /  17 octobre 2024;4.0;3.0;110.0;320.0;4.536
F28/2100 /  17 octobre 2024;;4.0;;;
F27/0149 /  18 octobre 2024;6.0;4.0;180.0;1.046;5.5
E96/3172 /  17 octobre 2024;5.0;4.0;118.0;50.0;3.475
F06/0187 /  17 octobre 2024;3.0;2.0;62.0;;
F22/1007 /  18 octobre 2024;3.0;2.0;115.0;;
F32/2388 /  17 octobre 2024;2.0;1.0;39.0;;
F36/1816 /  17 octobre 2024;3.0;2.0;78.0;;3.205
F05/2202 /  18 octobre 2024;4.0;3.0;86.0;;8.488
F32/0237 /  17 octobre 2024;6.0;4.0;136.0;324.0;7.279
F23/1901 /  17 octobre 2024;8.0;5.0;240.0;2.96;2.875
F38/2735 /  17 octobre 2024;6.0;5.0;151.0;544.0;
F16/2398 /  17 octobre 2024;8.0;5.0;222.0;812.0;3.086
F47/2740 /  17 octobre 2024;;;89.0;;
F35/3182 /  18 octobre 2024;4.0;3.0;111.0;1.191;1.577
E49/0464 /  18 octobre 2024;;;86.44;;
E84/3477 /  17 octobre 2024;5.0;3.0;122.0;;6.516
F41/1315 /  18 octobre 2024;1.0;;39.0;;3.513
D45/1415 /  17 octobre 2024;;;1.664;;17.0
F49/2010 /  17 octobre 2024;;4.0;38.0;;
F23/0056 /  17 octobre 2024;6.0;5.0;164.0;700.0;1.726
F23/0684 /  17 octobre 2024;5.0;4.0;160.0;2.009;1.938
E88/0626 /  17 octobre 2024;3.0;2.0;55.0;;7.145
F51/0859 /  17 octobre 2024;2.0;1.0;67.0;;
F48/2642 /  17 octobre 2024;2.0;1.0;56.0;;3.536
F26/2479 /  17 octobre 2024;2.0;1.0;24.0;;5.25
E84/0366 /  18 octobre 2024;2.0;1.0;61.0;;10.311
F48/1991 /  19 octobre 2024;3.0;2.0;61.0;;5.721
F50/0048 /  17 octobre 2024;3.0;2.0;68.0;;4.926
F36/1709 /  18 octobre 2024;2.0;1.0;46.0;;4.978
F40/1360 /  18 octobre 2024;5.0;4.0;179.0;3.2;2.229
F52/1655 /  11 octobre 2024;6.0;4.0;153.0;398.0;2.575
F06/1967 /  19 octobre 2024;4.0;3.0;90.0;423.0;5.111
F21/1234 /  18 octobre 2024;3.0;2.0;70.0;;7.571
F28/1913 /  19 octobre 2024;4.0;3.0;140.0;388.0;2.743
F46/0821 /  17 octobre 2024;4.0;2.0;81.0;;7.346
F47/1815 /  19 octobre 2024;2.0;1.0;53.0;;6.415
F23/0198 /  18 octobre 2024;5.0;3.0;91.51;;
F18/0456 /  17 octobre 2024;;;603.0;;240.0
F17/1626 /  19 octobre 2024;6.0;4.0;230.0;1.62;1.717
E78/1411 /  17 octobre 2024;5.0;3.0;114.0;619.0;4.912
F09/1164 /  17 octobre 2024;3.0;;71.8;;
F39/1743 /  18 octobre 2024;;;37.0;;
F12/1274 /  18 octobre 2024;4.0;3.0;81.0;;5.247
F22/0743 /  17 octobre 2024;5.0;4.0;100.0;100.0;4.35
E99/0306 /  17 octobre 2024;4.0;3.0;95.0;;8.368
F31/1750 /  17 octobre 2024;4.0;3.0;88.0;;7.273
F40/2344 /  17 octobre 2024;4.0;3.0;129.0;;8.45
F25/1678 /  17 octobre 2024;6.0;5.0;450.0;1.5;1.444
E50/2366 /  19 octobre 2024;1.0;;23.0;;6.739
F36/0108 /  19 octobre 2024;7.0;5.0;185.0;2.29;2.432
F33/3007 /  17 octobre 2024;4.0;3.0;137.0;150.0;1.234
F04/0966 /  17 octobre 2024;2.0;1.0;36.0;;7.472
F45/0089 /  17 octobre 2024;5.0;3.0;103.0;300.0;3.689
F38/2823 /  17 octobre 2024;6.0;4.0;188.0;1.55;3.186
F48/1726 /  18 octobre 2024;2.0;1.0;34.0;;5.559
F39/2348 /  15 octobre 2024;6.0;4.0;210.0;1.2;1.733
E56/0564 /  17 octobre 2024;4.0;2.0;103.0;1.1;1.456
F31/0352 /  17 octobre 2024;5.0;4.0;123.0;520.0;1.341
F53/0164 /  15 octobre 2024;5.0;4.0;110.0;600.0;4.909
F45/0426 /  17 octobre 2024;5.0;3.0;125.0;763.0;2.48
F49/0818 /  18 octobre 2024;2.0;1.0;45.0;;4.711
F07/1807 /  19 octobre 2024;5.0;3.0;104.0;;4.95
F46/2924 /  17 octobre 2024;6.0;4.0;129.0;608.0;3.566
E62/1114 /  17 octobre 2024;3.0;2.0;55.0;;2.709
F18/0204 /  17 octobre 2024;3.0;2.0;72.0;;8.542
F46/2768 /  17 octobre 2024;3.0;2.0;75.0;;2.787
F02/0197 /  17 octobre 2024;5.0;4.0;163.0;3.6;2.209
F38/1969 /  19 octobre 2024;3.0;2.0;62.0;;4.823
F33/3101 /  17 octobre 2024;2.0;1.0;44.0;;3.409
F48/0331 /  11 octobre 2024;;;;;
F36/0589 /  17 octobre 2024;2.0;1.0;38.0;;5.526
F26/0652 /  18 octobre 2024;;;315.0;;397.0
F16/0885 /  18 octobre 2024;3.0;2.0;50.0;;
E90/1397 /  18 octobre 2024;3.0;3.0;80.0;1.3;2.113
F50/2638 /  17 octobre 2024;3.0;1.0;65.0;;4.922
F49/0413 /  17 octobre 2024;2.0;1.0;58.0;;10.517
F46/2008 /  17 octobre 2024;6.0;5.0;217.0;;2.465
F35/1558 /  17 octobre 2024;5.0;3.0;120.0;1.1;2.25
F45/0677 /  17 octobre 2024;6.0;4.0;240.0;10.0;1.7
E36/1923 /  17 octobre 2024;5.0;3.0;129.0;394.0;4.574
F15/0500 /  17 octobre 2024;8.0;5.0;231.0;5.7;2.156
F10/0772 /  17 octobre 2024;1.0;;19.5;;3.231
F45/0052 /  17 octobre 2024;1.0;;30.0;;3.5
F51/0962 /  17 octobre 2024;3.0;2.0;74.0;;5.0
E20/2802 /  17 octobre 2024;6.0;4.0;125.0;442.0;
F13/2538 /  16 octobre 2024;3.0;2.0;65.0;;
F51/1113 /  17 octobre 2024;5.0;3.0;120.0;749.0;3.742
E89/2469 /  17 octobre 2024;5.0;3.0;126.0;2.2;1.746
F51/1691 /  17 octobre 2024;4.0;2.0;87.0;;
E20/2287 /  18 octobre 2024;3.0;2.0;67.0;;
F45/1424 /  18 octobre 2024;3.0;2.0;65.0;;4.277
F49/2394 /  17 octobre 2024;3.0;2.0;76.0;;3.618
F49/0646 /  19 octobre 2024;6.0;4.0;270.0;825.0;5.444
F49/1667 /  17 octobre 2024;2.0;1.0;52.0;;8.365
F49/0329 /  11 octobre 2024;5.0;3.0;78.0;250.0;3.333
F51/2931 /  17 octobre 2024;3.0;2.0;74.16;;
F13/0887 /  17 octobre 2024;5.0;3.0;154.0;140.0;5.162
F16/2199 /  17 octobre 2024;7.0;5.0;120.0;176.0;1.233
F48/0296 /  11 octobre 2024;1.0;1.0;22.0;;9.045
F41/0907 /  18 octobre 2024;3.0;2.0;64.0;;7.266
F29/2200 /  17 octobre 2024;5.0;3.0;80.0;;7.0
F40/0365 /  18 octobre 2024;5.0;3.0;113.0;;8.761
F36/2282 /  17 octobre 2024;7.0;5.0;170.0;1.013;3.647
F42/2193 /  17 octobre 2024;6.0;3.0;103.0;705.0;4.612
F36/0711 /  17 octobre 2024;4.0;3.0;90.0;210.0;
F27/1804 /  19 octobre 2024;;4.0;200.0;;
F46/2788 /  17 octobre 2024;3.0;2.0;63.0;;4.746
F45/1051 /  17 octobre 2024;20.0;14.0;560.0;8.0;2.098
F33/1686 /  17 octobre 2024;5.0;4.0;147.0;1.855;2.262
F49/2158 /  17 octobre 2024;4.0;3.0;88.0;;4.523
F46/2822 /  17 octobre 2024;5.0;4.0;200.0;300.0;1.345
F36/3085 /  17 octobre 2024;5.0;4.0;147.0;280.0;2.109
F23/1986 /  17 octobre 2024;6.0;4.0;162.0;1.18;4.012
F51/1704 /  19 octobre 2024;3.0;2.0;66.0;;5.682
E90/0091 /  17 octobre 2024;6.0;4.0;142.9;641.0;3.394
F45/1679 /  17 octobre 2024;5.0;4.0;140.0;905.0;3.214
F46/0162 /  17 octobre 2024;4.0;3.0;76.0;;3.882
F29/1833 /  17 octobre 2024;7.0;4.0;250.0;5.8;1.36
F48/1157 /  12 octobre 2024;;;125.0;;
F29/2644 /  17 octobre 2024;5.0;4.0;130.0;337.0;
F45/1520 /  17 octobre 2024;4.0;3.0;125.0;;
E97/1115 /  19 octobre 2024;1.0;;27.0;;9.074
F01/2574 /  17 octobre 2024;5.0;4.0;194.0;2.0;5.412
F50/2224 /  17 octobre 2024;6.0;3.0;92.0;373.0;4.783
F12/0609 /  17 octobre 2024;3.0;2.0;64.0;;3.984
F39/0135 /  17 octobre 2024;7.0;5.0;137.0;836.0;3.095
F38/1534 /  18 octobre 2024;5.0;3.0;80.0;2.333;3.438
E53/2428 /  18 octobre 2024;2.0;1.0;49.0;;7.143
F50/2918 /  17 octobre 2024;5.0;4.0;130.0;;3.731
F45/0811 /  17 octobre 2024;1.0;;28.5;;
F31/2666 /  18 octobre 2024;6.0;5.0;250.0;400.0;2.26
F39/0364 /  18 octobre 2024;1.0;;12.0;;
F25/1907 /  19 octobre 2024;2.0;1.0;43.0;;6.256
F22/2046 /  17 octobre 2024;4.0;2.0;97.0;;4.423
E49/0563 /  17 octobre 2024;5.0;4.0;120.0;1.96;4.667
F52/2386 /  14 octobre 2024;4.0;2.0;75.0;;2.627
F34/2937 /  17 octobre 2024;5.0;3.0;97.0;;3.082
F48/2759 /  16 octobre 2024;5.0;4.0;150.0;504.0;3.3
F48/2397 /  16 octobre 2024;3.0;2.0;75.0;;3.973
E66/0617 /  17 octobre 2024;3.0;1.0;62.0;;4.823
F45/2371 /  17 octobre 2024;;;;;
E99/1329 /  17 octobre 2024;8.0;5.0;190.0;615.0;1.363
F38/0650 /  17 octobre 2024;5.0;3.0;122.0;1.08;1.27
F25/2811 /  18 octobre 2024;4.0;3.0;88.0;;3.076
F49/2136 /  19 octobre 2024;6.0;4.0;117.0;290.0;4.872
F53/0004 /  15 octobre 2024;3.0;2.0;60.0;;5.683
F14/1277 /  18 octobre 2024;5.0;4.0;132.0;409.0;3.773
D35/0787 /  17 octobre 2024;;;72.0;;
F31/0353 /  17 octobre 2024;5.0;3.0;147.0;1.25;3.871
F37/0032 /  17 octobre 2024;3.0;2.0;60.0;80.0;6.25
F17/1757 /  17 octobre 2024;;;355.0;;
F29/0283 /  18 octobre 2024;6.0;5.0;230.0;1.7;3.326
F22/0269 /  17 octobre 2024;3.0;2.0;59.2;;
F52/2401 /  14 octobre 2024;4.0;3.0;98.0;;5.918
F24/1257 /  17 octobre 2024;6.0;4.0;195.0;1.2;2.433
F24/1177 /  17 octobre 2024;3.0;2.0;61.0;;2.279
F52/1724 /  12 octobre 2024;3.0;2.0;54.55;;
D73/1780 /  18 octobre 2024;2.0;1.0;50.0;;6.4
F46/2267 /  17 octobre 2024;7.0;4.0;176.0;1.241;2.273
F31/0465 /  17 octobre 2024;6.0;4.0;135.0;813.0;1.104
F51/1658 /  18 octobre 2024;2.0;1.0;29.0;;9.966
F46/2779 /  17 octobre 2024;2.0;1.0;45.0;70.0;4.556
F28/1796 /  17 octobre 2024;3.0;2.0;76.0;;6.276
F27/2573 /  17 octobre 2024;;;2.221;;20.0
F37/0254 /  17 octobre 2024;3.0;2.0;60.62;;3.291
F49/1211 /  17 octobre 2024;3.0;2.0;50.0;;4.98
F38/1925 /  17 octobre 2024;6.0;5.0;150.0;3.523;3.067
F29/2798 /  17 octobre 2024;1.0;;23.0;;9.522
F28/0406 /  17 octobre 2024;6.0;4.0;110.0;484.0;3.045
F29/1536 /  18 octobre 2024;4.0;3.0;102.0;;5.49
F35/1055 /  17 octobre 2024;5.0;3.0;89.0;;2.416
F52/1327 /  17 octobre 2024;;;140.0;;
E99/0944 /  17 octobre 2024;6.0;4.0;150.0;2.4;
F45/0322 /  17 octobre 2024;4.0;3.0;78.0;;3.013
F21/2451 /  17 octobre 2024;3.0;2.0;79.0;319.0;3.348
F22/2208 /  19 octobre 2024;6.0;4.0;210.0;9.8;5.714
F36/2713 /  17 octobre 2024;6.0;3.0;158.0;2.5;2.785
F49/0136 /  17 octobre 2024;2.0;1.0;50.0;;12.5
F50/0006 /  17 octobre 2024;5.0;3.0;105.0;291.0;8.333
F28/1584 /  18 octobre 2024;1.0;;22.0;;
F48/1458 /  18 octobre 2024;3.0;2.0;70.0;;8.471
F45/2396 /  17 octobre 2024;12.0;10.0;315.0;10.0;1.111
F26/1310 /  18 octobre 2024;4.0;3.0;120.0;;8.75
E00/1064 /  19 octobre 2024;7.0;5.0;200.0;1.5;6.145
F25/1729 /  19 octobre 2024;6.0;5.0;130.0;2.549;3.692
F46/1912 /  17 octobre 2024;1.0;;31.0;;4.968
F53/0856 /  17 octobre 2024;4.0;3.0;83.0;;
F47/3007 /  17 octobre 2024;3.0;2.0;59.0;;3.814
F22/1390 /  18 octobre 2024;3.0;2.0;50.0;;4.0
F51/2880 /  17 octobre 2024;6.0;5.0;400.0;2.8;3.0
F32/1727 /  17 octobre 2024;6.0;4.0;164.0;1.0;1.506
F34/0648 /  17 octobre 2024;7.0;6.0;320.0;338.0;1.234
F29/2483 /  17 octobre 2024;6.0;3.0;170.0;2.997;
F18/2223 /  17 octobre 2024;6.0;4.0;140.0;308.0;4.964
F53/0498 /  16 octobre 2024;;;400.0;;
F52/0273 /  17 octobre 2024;5.0;3.0;85.0;;2.565
F18/0318 /  19 octobre 2024;6.0;6.0;215.0;1.26;1.349
F32/1884 /  17 octobre 2024;3.0;1.0;62.0;;11.452
F50/2775 /  17 octobre 2024;3.0;2.0;60.0;;3.3
F03/1575 /  19 octobre 2024;6.0;4.0;178.0;378.0;4.826
F16/1293 /  15 octobre 2024;7.0;5.0;170.0;3.5;1.676
F49/1214 /  19 octobre 2024;1.0;;21.0;;6.19
F22/0941 /  17 octobre 2024;2.0;1.0;56.0;;2.482
F13/2283 /  15 octobre 2024;4.0;3.0;135.0;740.0;2.704
F24/2282 /  17 octobre 2024;5.0;3.0;130.0;;12.077
F23/1457 /  17 octobre 2024;7.0;4.0;140.0;1.5;3.893
F45/1842 /  19 octobre 2024;4.0;2.0;75.07;533.0;6.461
F42/1211 /  18 octobre 2024;5.0;3.0;100.0;1.244;4.59
E69/3056 /  17 octobre 2024;;;378.0;;
E79/1725 /  18 octobre 2024;5.0;3.0;130.0;300.0;2.608
F41/2224 /  17 octobre 2024;;;;;
F00/1390 /  17 octobre 2024;18.0;13.0;448.0;32.0;1.225
F50/0272 /  17 octobre 2024;3.0;2.0;61.0;;9.754
E68/0652 /  17 octobre 2024;1.0;;34.0;;12.059
F25/0275 /  17 octobre 2024;6.0;4.0;137.0;440.0;3.577
F29/2771 /  17 octobre 2024;6.0;5.0;140.0;676.0;1.75
F51/1042 /  17 octobre 2024;6.0;3.0;302.0;2.844;1.457
F28/1902 /  19 octobre 2024;2.0;1.0;55.0;;10.818
F08/0183 /  17 octobre 2024;4.0;3.0;115.0;250.0;2.774
F41/0890 /  17 octobre 2024;7.0;5.0;183.0;1.18;1.962
F29/2608 /  17 octobre 2024;3.0;2.0;92.0;;5.163
D98/1727 /  17 octobre 2024;7.0;5.0;170.0;340.0;6.994
F36/1348 /  17 octobre 2024;7.0;4.0;155.0;1.9;3.194
F04/1118 /  18 octobre 2024;6.0;4.0;154.0;443.0;5.422
E45/1989 /  17 octobre 2024;4.0;2.0;172.0;469.0;3.459
D30/0269 /  17 octobre 2024;15.0;7.0;491.0;85.294;1.527
F51/2432 /  17 octobre 2024;3.0;2.0;75.5;;3.113
F07/0617 /  17 octobre 2024;3.0;2.0;64.0;;5.219
F44/1830 /  19 octobre 2024;6.0;5.0;186.0;1.9;2.823
F43/0703 /  17 octobre 2024;4.0;3.0;116.0;400.0;
F09/0205 /  17 octobre 2024;4.0;3.0;135.0;1.997;3.074
F49/3142 /  17 octobre 2024;7.0;4.0;170.0;496.0;3.147
F35/0332 /  17 octobre 2024;5.0;4.0;133.0;547.0;
F53/0716 /  18 octobre 2024;4.0;3.0;78.0;;4.987
F32/0309 /  17 octobre 2024;4.0;3.0;130.0;149.0;3.608
F46/2685 /  17 octobre 2024;6.0;3.0;171.0;425.0;3.205
F39/1172 /  11 octobre 2024;5.0;3.0;140.0;4.0;3.35
F48/2836 /  16 octobre 2024;4.0;3.0;82.0;;4.817
F50/0982 /  17 octobre 2024;2.0;1.0;56.0;;4.464
F52/2902 /  17 octobre 2024;3.0;2.0;73.0;;3.356
B96/0132 /  17 octobre 2024;5.0;4.0;154.0;263.0;
F25/0017 /  18 octobre 2024;;;474.0;;759.0
F18/0615 /  17 octobre 2024;;1.0;;;
F32/3279 /  17 octobre 2024;5.0;3.0;111.0;162.0;5.766
F28/0982 /  18 octobre 2024;2.0;1.0;24.13;;6.838
F28/1935 /  19 octobre 2024;5.0;4.0;95.84;;3.287
F15/0862 /  18 octobre 2024;3.0;2.0;82.0;;5.122
E88/0277 /  17 octobre 2024;2.0;1.0;39.0;;7.179
F43/0892 /  17 octobre 2024;4.0;3.0;82.0;324.0;6.037
F47/1805 /  19 octobre 2024;7.0;4.0;141.0;;8.496
F23/0903 /  17 octobre 2024;2.0;1.0;71.0;;
F47/1426 /  17 octobre 2024;5.0;3.0;120.0;1.181;
F32/0701 /  17 octobre 2024;3.0;2.0;70.0;;9.286
F25/0968 /  18 octobre 2024;3.0;2.0;65.0;;3.692
F21/0139 /  17 octobre 2024;6.0;4.0;155.0;290.0;4.484
E97/3063 /  17 octobre 2024;4.0;3.0;40.0;;
F48/1586 /  18 octobre 2024;3.0;2.0;55.0;;6.0
E34/3326 /  18 octobre 2024;6.0;4.0;180.0;;
F35/3151 /  18 octobre 2024;1.0;;30.5;;10.984
F40/1689 /  17 octobre 2024;3.0;2.0;59.0;;3.898
F41/0224 /  19 octobre 2024;2.0;1.0;46.0;;4.674
F36/0802 /  19 octobre 2024;6.0;5.0;200.0;200.0;2.0
F36/0600 /  19 octobre 2024;6.0;4.0;230.0;2.45;1.957
F25/0582 /  17 octobre 2024;2.0;1.0;67.0;;8.881
F36/3078 /  17 octobre 2024;2.0;1.0;40.3;;5.682
E33/1924 /  17 octobre 2024;6.0;4.0;157.0;17.652;2.102
F47/2611 /  19 octobre 2024;2.0;1.0;50.0;;2.56
F48/2606 /  16 octobre 2024;1.0;;12.0;;
F21/0063 /  17 octobre 2024;2.0;1.0;23.0;;3.87
E79/2376 /  17 octobre 2024;2.0;1.0;37.2;;
F06/1387 /  18 octobre 2024;2.0;1.0;49.0;;3.98
D79/1698 /  18 octobre 2024;6.0;4.0;200.0;;18.9
F40/2242 /  17 octobre 2024;5.0;3.0;180.0;110.0;1.139
F46/1242 /  17 octobre 2024;1.0;1.0;9.0;;
F52/0758 /  17 octobre 2024;4.0;3.0;81.0;;7.395
F31/0185 /  19 octobre 2024;3.0;2.0;80.0;;4.113
F48/1757 /  16 octobre 2024;;;547.0;;1.371
F33/1302 /  17 octobre 2024;2.0;1.0;40.0;;9.5
F44/1738 /  14 octobre 2024;3.0;2.0;107.0;;2.757
E13/0921 /  18 octobre 2024;9.0;4.0;205.0;1.71;2.561
F33/0261 /  17 octobre 2024;;;54.0;;
E03/1624 /  19 octobre 2024;2.0;1.0;33.0;;10.545
F21/2652 /  17 octobre 2024;;;40.0;;
F50/1300 /  17 octobre 2024;5.0;4.0;100.0;200.0;2.95
F22/2763 /  17 octobre 2024;4.0;3.0;74.0;;3.446
F32/1631 /  19 octobre 2024;2.0;1.0;36.0;;3.167
F46/0548 /  18 octobre 2024;4.0;3.0;89.0;453.0;2.64
F15/0903 /  17 octobre 2024;2.0;1.0;46.0;;2.543
E59/1704 /  17 octobre 2024;2.0;1.0;63.0;;2.46
F33/3532 /  17 octobre 2024;4.0;3.0;93.0;;3.484
D67/1658 /  17 octobre 2024;;3.0;;;
F28/0867 /  17 octobre 2024;;;1.5;;197.0
F49/1439 /  19 octobre 2024;2.0;1.0;62.0;;7.484
F39/0011 /  17 octobre 2024;7.0;4.0;158.0;2.5;1.424
E86/2211 /  19 octobre 2024;;;106.0;;
F33/2941 /  17 octobre 2024;5.0;4.0;158.0;1.181;3.038
F41/0206 /  11 octobre 2024;4.0;3.0;90.0;360.0;3.833
F36/2144 /  17 octobre 2024;;;1.25;;65.0
F37/0364 /  17 octobre 2024;6.0;5.0;170.0;858.0;2.235
F48/1679 /  18 octobre 2024;3.0;2.0;70.0;;6.429
F53/1522 /  19 octobre 2024;3.0;2.0;62.92;;7.788
F39/0208 /  17 octobre 2024;10.0;4.0;288.0;3.2;1.941
F36/2030 /  17 octobre 2024;5.0;4.0;106.0;254.0;3.16
F26/0551 /  17 octobre 2024;8.0;7.0;234.0;1.48;1.389
F42/0224 /  17 octobre 2024;6.0;5.0;136.0;680.0;5.515
F22/2293 /  17 octobre 2024;8.0;6.0;169.0;1.0;3.373
F51/2531 /  17 octobre 2024;3.0;2.0;65.4;;5.321
E99/0737 /  17 octobre 2024;9.0;4.0;222.0;6.0;2.928
F50/0075 /  18 octobre 2024;7.0;5.0;180.0;1.6;967.0
F49/2285 /  17 octobre 2024;6.0;4.0;135.5;;10.996
E40/0242 /  17 octobre 2024;1.0;;33.0;;4.212
F03/1402 /  18 octobre 2024;3.0;2.0;60.0;;2.983
F41/1988 /  18 octobre 2024;3.0;2.0;67.0;;5.448
F31/0980 /  17 octobre 2024;4.0;3.0;130.0;1.3;
F20/1033 /  18 octobre 2024;5.0;3.0;105.0;;7.286
F31/1878 /  17 octobre 2024;1.0;;44.0;;4.045
E78/0396 /  18 octobre 2024;5.0;4.0;114.0;255.0;
F50/0096 /  17 octobre 2024;2.0;1.0;39.0;;4.744
F22/1018 /  17 octobre 2024;5.0;3.0;90.0;400.0;
F35/2348 /  15 octobre 2024;2.0;1.0;44.0;;1.932
F48/1023 /  12 octobre 2024;4.0;2.0;89.0;;1.607
E68/1559 /  18 octobre 2024;5.0;2.0;115.0;3.2;3.348
F41/0597 /  17 octobre 2024;5.0;4.0;130.0;203.0;3.038
F46/2877 /  17 octobre 2024;5.0;4.0;104.0;;6.346
F51/2654 /  17 octobre 2024;;;330.0;;
F14/0562 /  18 octobre 2024;4.0;3.0;88.0;270.0;6.705
F45/0772 /  17 octobre 2024;4.0;3.0;96.62;;6.883
F27/1450 /  18 octobre 2024;6.0;4.0;140.0;;3.85
F36/2791 /  17 octobre 2024;2.0;1.0;37.0;;
F43/0262 /  19 octobre 2024;;;30.0;;
F35/2338 /  18 octobre 2024;3.0;2.0;60.0;;5.583
F18/0183 /  18 octobre 2024;13.0;6.0;500.0;2.417;4.5
F37/1887 /  19 octobre 2024;6.0;5.0;165.0;1.529;1.388
F49/3018 /  17 octobre 2024;5.0;4.0;130.0;442.0;4.808
F51/2975 /  17 octobre 2024;4.0;3.0;100.0;700.0;6.5
F32/3303 /  17 octobre 2024;;;255.0;;1.353
F49/1182 /  18 octobre 2024;3.0;2.0;70.0;;3.043
F39/1948 /  17 octobre 2024;2.0;1.0;45.26;;2.961
F38/2887 /  17 octobre 2024;1.0;;34.0;;7.618
F23/2617 /  17 octobre 2024;4.0;3.0;86.0;;7.849
F28/1271 /  17 octobre 2024;5.0;4.0;150.0;1.2;5.667
F09/0081 /  17 octobre 2024;2.0;1.0;49.0;;2.959
F52/0971 /  11 octobre 2024;3.0;2.0;53.0;;6.585
F47/0542 /  17 octobre 2024;3.0;2.0;66.0;;7.879
F53/0809 /  16 octobre 2024;6.0;5.0;185.0;950.0;4.73
F44/1851 /  19 octobre 2024;5.0;3.0;100.0;250.0;6.99
F28/0082 /  18 octobre 2024;4.0;3.0;94.0;;3.798
E55/2322 /  17 octobre 2024;8.0;5.0;220.0;3.1;1.568
F32/0792 /  17 octobre 2024;6.0;5.0;213.0;368.0;3.516
F50/0677 /  17 octobre 2024;2.0;1.0;43.0;;4.186
E40/1613 /  17 octobre 2024;;;3.5;;
F51/2927 /  17 octobre 2024;5.0;3.0;95.0;214.0;3.147
E69/1542 /  17 octobre 2024;4.0;2.0;89.3;;7.727
F49/0970 /  19 octobre 2024;3.0;2.0;84.0;127.0;2.083
F38/1299 /  19 octobre 2024;6.0;2.0;190.0;190.0;679.0
F49/0375 /  17 octobre 2024;3.0;2.0;116.0;766.0;1.707
F17/1206 /  18 octobre 2024;4.0;2.0;90.0;;
F32/0143 /  17 octobre 2024;4.0;3.0;88.0;;2.205
F46/0544 /  17 octobre 2024;3.0;2.0;55.0;;6.273
F32/3203 /  17 octobre 2024;6.0;4.0;210.0;1.329;1.619
F50/0965 /  18 octobre 2024;5.0;3.0;80.0;416.0;2.475
F40/1812 /  19 octobre 2024;7.0;5.0;157.0;515.0;1.752
F27/1865 /  19 octobre 2024;3.0;2.0;60.0;;3.765
F38/0785 /  18 octobre 2024;5.0;3.0;125.0;320.0;3.152
F48/1064 /  14 octobre 2024;6.0;3.0;140.0;95.0;10.321
F44/1512 /  19 octobre 2024;6.0;4.0;176.0;171.0;6.0
F49/2617 /  17 octobre 2024;2.0;1.0;48.0;;6.458
F34/0074 /  17 octobre 2024;;;86.0;;
E85/2420 /  18 octobre 2024;4.0;2.0;79.0;;5.759
F15/0156 /  17 octobre 2024;6.0;5.0;171.0;990.0;
F22/1248 /  17 octobre 2024;3.0;2.0;65.0;;6.077
F51/1725 /  19 octobre 2024;5.0;3.0;96.0;;5.729
F31/0250 /  15 octobre 2024;2.0;1.0;49.0;;3.663
F09/0862 /  18 octobre 2024;;;580.0;;
E91/1327 /  18 octobre 2024;3.0;1.0;180.0;400.0;328.0
F50/0682 /  17 octobre 2024;3.0;2.0;71.32;;2.727
F42/0379 /  17 octobre 2024;6.0;5.0;171.0;1.63;2.105
F23/1458 /  19 octobre 2024;8.0;5.0;160.0;1.53;2.281
F31/0843 /  17 octobre 2024;6.0;5.0;140.0;;1.221
F35/1555 /  18 octobre 2024;5.0;4.0;158.0;;3.924
F48/1296 /  13 octobre 2024;1.0;;8.46;;
F40/2375 /  17 octobre 2024;4.0;2.0;78.0;;4.103
F15/0078 /  18 octobre 2024;9.0;5.0;240.0;7.53;
E41/2476 /  18 octobre 2024;2.0;1.0;44.41;;3.13
F24/0393 /  17 octobre 2024;2.0;1.0;50.0;;9.9
E58/1193 /  19 octobre 2024;5.0;3.0;123.49;;8.908
F46/1485 /  19 octobre 2024;5.0;3.0;121.0;;11.57
F50/0497 /  19 octobre 2024;2.0;1.0;43.4;;9.99
F31/0772 /  17 octobre 2024;7.0;5.0;172.0;1.2;6.256
F49/1681 /  17 octobre 2024;5.0;3.0;110.0;179.0;3.627
F34/0718 /  18 octobre 2024;4.0;3.0;83.0;;2.627
F48/1216 /  17 octobre 2024;8.0;5.0;171.0;6.842;2.018
