reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
F41/1109 /  17 octobre 2024;83000.0;17/10/2024;135000.0;43.123718;5.932173;studio;C;"Centre-ville. Idéalement situé. Proche de tous les commerces, transports et commodités.

Situé au 3ᵉ et dernier étage d'une petite résidence

Appartement / Studio de 42 m², en duplex, très lumineux (exposition Sud-Est) et calme, il se compose d'une entrée donnant par un escalier, immédiatement sur la pièce de vie principale avec coin salon et cuisine équipée ouverte, une salle d'eau avec douche à l'italienne, wc et lavabo.
À l'étage, en mezzanine, se trouve l'espace nuit avec un lit.

Chauffage électrique. Double vitrage.";https://www.pap.fr/annonces/appartement-toulon-83000-r454101109;
F22/2568 /  17 octobre 2024;56400.0;17/10/2024;384000.0;47.652802;-2.91727;maison;C;"Située entre AURAY à 5km et VANNES à 8 km.

Sur la commune de Plougoumelen, commune entre Terre et Mer,  accès au Golf du Morbihan, amarrage bateau possible 
Dans un environnement très agréable, paisible et accueillant, proche de la forêt, de chemins de randonnées, d'un centre hippique.
A proximité de toutes commodités:  écoles, commerces, transport scolaire, centre médical, infrastructures sportives.

Jolie maison Néo-bretonne, agréable à vivre, construite  en 1982, de 107 m² (dont 103,2  m² loi carrez) sur un terrain arboré et paysagé de 1300m2.
Orientation SUD OUEST et EST fort ensoleillement 

Elle comprend au rez de chaussée :
- Une entrée avec escalier,
- Une belle pièce de vie lumineuse, lumière traversante , salon séjour avec poêle à bois.
- Une cuisine fermée , équipée, frigo et four neuf août 2024
- Chambre, salle bain, WC séparé et dégagement utile sous escalier.

A l’étage :
- 2 chambres dont 1 avec dressing+ 1 pièce servant de coin lit enfant , dressing ou bureau
- 1 salle d’eau
- 1 WC séparé
- 1 palier

Infos supplémentaires  maison :
- Garage attenant à la maison  de 20 m² avec cave en sous sol 20 m² et grenier de 15m2
- + un second garage attenant 17 m² utile
- Chalet bois 12 m² chauffé
Parking 200 m² avec possibilité carport

Infos diverses :
Taxe foncière: 843€
Montant total énergie EDF  annuel environ 1400€ /an vérifiable.
Dossier diagnostics techniques  du 17/03/2023
Assainissement individuel refait à neuf en 2015.Contrôle conformité Vannes Agglo juillet 2023";https://www.pap.fr/annonces/maison-plougoumelen-r452202568;
F45/0259 /  17 octobre 2024;30700.0;17/10/2024;273000.0;44.011369;4.418297;appartement;E;"Uzès (30700)
•	3 pièces
•	2 chambres
•	70 m²
•	3.900 € le m²
Appartement de caractère à larges volumes avec vue oblique sur la place aux herbes

Situé dans le cœur historique d'Uzès, au calme au-dessus de l’animation du célèbre marché,  Au 1er étage d'un immeuble en pierre bien entretenu, sécurisé et escalier confortable

Ce lumineux appartement avec murs en pierre et double orientation, d'une superficie de 70 m² comprend :

Un grand séjour orienté Sud-Ouest avec cheminée en marbre blanc, une salle à manger avec cuisine ouverte aménagée et équipée s’éclairant sur un joli balcon au-dessus d’un patio végétalisé , deux chambres au calme avec de beaux volumes, une salle d’eau avec baignoire, douche et wc.

- Chauffage et eau chaude électriques,


Charges copropriété : 1 056€/an";https://www.pap.fr/annonces/appartement-uzes-30700-r454500259;
F16/1777 /  17 octobre 2024;13190.0;17/10/2024;436000.0;43.353796;5.488424;maison;E;"Dans un environnement calme et agréable, à proximité de commodités et commerces, et à quelques pas du Bus 142. Marseille à 15 minutes en voiture.

Maison de 107m² sur 2 niveaux sur un terrain de 402 m² arboré avec piscine privative, comprenant :

-Au rez-de-chaussée : une entrée donnant sur le séjour avec un poêle à granule avec accès à la terrasse, un long couloir desservant la partie nuit : quatre jolies chambres dont une servant actuellement de dressing et une salle de bain (avec baignoire d'angle) et un wc

-A l'étage : une entrée donnant sur une salle à manger lumineuse et une cuisine équipée ouverte avec jolie vue et un cellier avec wc indépendant

Chauffage électrique. Double vitrage.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/maison-allauch-13190-r451601777;
E46/1526 /  17 octobre 2024;47340.0;17/10/2024;265000.0;44.28479;0.74306;propositions;;"Vaste ensemble immobilier entre Agen et Villeneuve sur Lot comprenant plusieurs bâtiments à usage d'hébergement ou hangars ou salles à aménager sur 10 hectares vallonnés.

Sur le terrain, une source alimentée toute l'année, une tour/pigeonnier centenaire, gare à 500 mètres et toutes commodités au village à 2 kilomètres, 20 minutes d'Agen et 15 minutes de Villeneuve. Piscine de 12mx5m.
Potentiel multiple pour un bien totalement atypique, à restaurer en partie (gros œuvre sain). Deux appartements de 90 m2 réalisés.
Enormes possibilités pour ce mini village, projet d'investissement naturel : tourisme, appartements, culture, élevage, piscine naturelle. Prix à débattre.

Possibilité de vendre par lots individuels .";https://www.pap.fr/annonces/divers-laroque-timbaut-47340-r444601526;
F44/1772 /  19 octobre 2024;40000.0;19/10/2024;145000.0;43.884895;-0.504775;maison;D;"Maison de ville.
Proche centre ville (Administrations, résidences senior, commerces, Parc, College...) axe Nord (Base Aérienne , route de Bordeaux...)

Beau volume de combles aménageables

Salle de  bains  neuve

Espace extérieur agréable

Fibre optique

Tout électrique.  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-mont-de-marsan-40000-r454401772;
F12/1542 /  19 octobre 2024;92230.0;19/10/2024;515000.0;48.931345;2.299715;maison;C;"Charmante maison familiale de 80 M2, lumineuse, sur une parcelle de 198 M2 avec jardin & terrasse à Gennevilliers (92).
Idéalement située au cœur d'un quartier pavillonnaire très prisé, calme et proche de toutes commodités, cette propriété exposée Nord/sud présente des espaces de vie agréables.
Au rez-de-chaussée :
Une entrée indépendante desservant:
- La pièce de vie principale très lumineuse et traversante s'ouvrant sur le jardin, une cuisine ouverte aménagée et équipée.
- Un wc indépendant,
- Un garage/buanderie
A l'étage vous découvrirez :
- 3 chambres climatisées avec leur espace dressing.
- Une salle de bains avec baignoire et WC.
- Sur le palier, une trappe équipée d'un escalier escamotable, vous permettra d'accéder dans les combles (espace que vous pourrez utiliser en zone de stockage ou vous projeter pour la réalisation de votre future suite parentale).
Chauffage au gaz (chaudière changée en novembre 2022).
L'exposition Nord/Sud et les deux terrasses extérieures vous permettront de profiter de moments paisibles après une journée bien remplie. De plus, sa proximité avec le tramway et les commerces facilitera vos déplacements et votre quotidien.
Possibilité de garer 1 véhicule sur la parcelle.
Abris de jardin en acier galvanisé.
La commune de Gennevilliers située à 17 minutes de Paris est une ville dynamique aux milles actions sociaux culturelles grâce à ses différentes infrastructures (crèches, écoles maternelles, primaires, collège, lycée, conservatoire national, école nationale des beaux-arts, café musique, médiathèques, bibliothèques, clubs sportifs, etc. …) et parcs (Parc des Sévines, parc départemental des Chanteraines).
Accessibilités :
VELO (de nombreuses piste cyclables), METRO (ligne 13 et future ligne 15), RER C, tramway T1,
A86, A15.
Aucuns travaux à prévoir, ne manquez pas l'opportunité de saisir ce bien exceptionnel qui allie confort moderne et charme traditionnel dans un emplacement recherché de Gennevilliers.  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-gennevilliers-92230-r451201542;Timbaud//Le Village//Gennevilliers
F17/0493 /  17 octobre 2024;94100.0;17/10/2024;639000.0;48.798288;2.489798;maison;G;"Très bien située à 900 m du RER A « Le Parc de Saint-Maur », dans un secteur résidentiel, avec toutes commodités à proximité (commerces, écoles, espaces verts, transports, théâtre, cinéma, bibliothèque, marché d'Adamville), belle maison ancienne à rénover, sur trois niveaux, d'une superficie loi Carrez de 97,88 m², surface au sol 147 m² (115  m² hors sous-sol), édifiée sur un terrain arboré de 229 m².

Au rez-de-chaussée :
Une entrée donnant sur un séjour traversant, orienté Est Ouest, composé d'un salon avec cheminée et d'une salle à manger. Une cuisine ouverte aménagée et équipée. Une chambre de 14,5 m² (faisant actuellement office de bureau).

Au 1er étage :
Un palier dessert deux chambres, une salle d'eau avec wc + une salle de bains avec wc, un dressing.

Au 2ème étage :
Une grande chambre (30 m²).

Sous-sol de 32 m² aménageable comprenant : une pièce de 14 m² avec buanderie et lavabo, une chaufferie, une réserve et une cave à vin.

- Garage
- Chauffage gaz - chaudière à condensation 2009
- Double vitrage
- Toiture et isolation refaites en 2022
- Ensoleillé exposition Est-Sud-Ouest.

Taxe foncière : 2.267€  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. Logement à consommation énergétique excessive : classe G";https://www.pap.fr/annonces/maison-saint-maur-des-fosses-94100-r451700493;Le Parc de Saint-Maur//Saint-Maur - Créteil//La Varenne - Chennevières
F37/0413 /  17 octobre 2024;75004.0;17/10/2024;429500.0;48.853165;2.354831;appartement;E;"Quai de Bourbon, dans une petite maison de 1 étage séparée en  deux  appartements et une loge de gardien.

Bien en souplex  sur deux niveaux de 26,63m2 (26,03m2 Carrez) qui était au 17e s, d'anciennes écuries et l'ancien commissariat de l'île saint Louis au 19e s.

L' hôtel particulier dans lequel se trouve la maison date de 1639.

Entrée indépendante à l'intérieur d'une jolie cour pavée.


1er contact par messagerie.

Je ne réponds pas aux agences et free lances.

Au rez-de-chaussée :  pièce de vie avec une cuisine entièrement aménagée, avec plan de travail en quartz.
L'électroménager reste (lave vaisselle, machine à laver, four et frigo).
Salon avec bibliothèques et rangements.
Deux fenêtres donnant sur la cour.

Au sous-sol, espace nuit avec salle de douche intégrée et  nombreux rangements. Les toilettes sont séparées. Lumière zénithale mais pièce peu éclairée. Pièce très agréable l'été.

Pour amoureux de l'île saint Louis.

Copropriété internationale. Endroit calme.
Faibles charges (80 euros par mois).
Gardien à l'année.

Métros : Pont Marie ou Saint Paul
Châtelet à 1 station.

A proximité de Notre Dame, de Bastille, de l'Hôtel de ville.

Agences et curieux s'abstenir.

Classe Energie : E
Classe Climat : C.
Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 entre 590€ et 840€.";https://www.pap.fr/annonces/appartement-paris-4e-75004-r453700413;Pont Marie (Cité des Arts)//Hôtel de Ville//Saint-Paul (Le Marais)
F33/3448 /  17 octobre 2024;26230.0;17/10/2024;398000.0;44.476297;4.852159;maison;D;"Maison de plain-pied sur terrain arboré avec piscine en Drôme provençale, pays des lavandes et chênes truffiers.
Situé entre Montélimar, Grignan et St-Paul-3 Châteaux, Montjoyer offre un cadre de vie agréable en plein cœur de la Drôme Provençale.
Dans un quartier très calme de ce village, maison de plain-pied de 1986 parfaitement entretenue.
Maison d'une surface totale de 155m² comprenant une entrée spacieuse avec placard qui donne accès à une belle pièce à vivre de 41 m2  (comprenant un salon avec cheminée et insert, salle à manger, cuisine ouverte aménagée et équipée de 10 m²), et également un salon TV de 13m² avec grand placard mural.
Dans la partie nuit, un couloir dessert 3 chambres (11.5m² avec grand placard, 13m² avec placard et 9m²), une salle d'eau et un WC indépendant. Après un cellier/buanderie de 7.6m² une pièce de près de 17 m² pouvant être soit une grande 4ème chambre soit un bureau.

La grande véranda de 24m² accolée à la pièce à vivre et dans le prolongement de la cuisine donne accès à une terrasse de 39m² exposée au sud-ouest sans vis-à-vis, permettant de profiter des beaux jours, avec une grande piscine (11.6 m X 4.75m) et un espace arboré pour se protéger de la chaleur de l'été, sur un terrain paysagé de 1.579m².
 Pour les soirées d'hiver le coin cheminée permet de chauffer la maison (récupérateurs de chaleur pour l'espace nuit) et de profiter de la chaleur du foyer.

Cette maison est idéale pour les personnes qui cherchent un cadre de vie paisible et confortable pour de belles réunions familiales durant les vacances ou pour des familles avec des enfants (écoles maternelle et primaire).
Proche des trois villes et des sorties 18 et 19 de l'autoroute A7 (Bollène et Montélimar Sud), vous pourrez poser vos meubles et vos valises et profiter immédiatement de cette maison !
Menuiseries double vitrage, cheminée avec insert et radiateurs électriques à inertie en complément, connexion fibre disponible.

 Visites uniquement sur rendez-vous.";https://www.pap.fr/annonces/maison-montjoyer-26230-r453303448;
E40/0543 /  17 octobre 2024;74930.0;17/10/2024;740000.0;46.107349;6.266918;maison;D;"Rare à la vente *idéal chevaux*/maraîcher/ou autre activité prof./ possibilité de louer 1 hectare.
15 km de Genève. A 5km de Reignier/Roche-sur-Foron et de tous commerces.

Maison très lumineuse - Expo Sud-Ouest - Au calme, pleine  campagne - Sans vis-à-vis.
∙ 223 m2.
∙ 5 chambres
∙ sous-sol
∙ Ecurie/annexe 40m2 (poss louer 1 hectare)
∙ Piscine
∙ Terrain 3.641m2

Rez-de-chaussée :
∙Entrée grande armoire murale
∙Salon/salle à manger ouverte sur cuisine équipée « Bosch » (53m2), avec accès au garage
∙Cheminée très performante
∙1 Suite parentale (13,3m2) avec salle d'eau, idéal invités
∙wc visiteurs.

Au 1er :
∙3 chambres (11,1 – 11,2 – 11,7m2) avec armoire ou penderie murale, moustiquaire aux fenêtres
∙1 grande chambre (16,4m2) avec armoire murale, moustiquaire
∙Dressing pouvant être transformé en salle d'eau, wx (arrivée d'eau en place) (4,6m2)
∙Salle de bains avec fenêtre (5,1m2).

Sous-sol :
∙Grand dégagement (9,8m2) permettant d'installer des rangements
∙Grande pièce carrelée et chauffée (32m2), à aménager selon vos désirs (salle de jeux, salle de sport, home cinéma, bureau professionnel, etc).
∙Grande buanderie (13.7m2) avec installation pour 2 machines à laver, 1 sèche-linge
∙Cave (20m2) avec accès à l'extérieur par une rampe

Extérieur :
∙Portail électrique, entièrement clôturé
∙Garage fermé (22.7m2) avec accès direct à la cuisine
∙Abris voiture
.Grande terrasse 47m2*
∙Piscine bois (liner changé été 2021).

Ecurie :
∙2 grands box 3x3 et 1 grange/sellerie toute goudronnée
∙Parc 2'600m2
∙Accès direct aux chemins équestres dans la forêt, pour des heures de magnifiques balades dans les bois
∙Accès au second parc 6'500m2 et au troisième parc 3'600m2, ces 2 parcs ne sont pas inclus dans la vente. Ils vous seront volontiers loué moins de 190€ /an si désiré.

Chauffage au sol
Pompe à chaleur (compresseur neuf)
Cumulus changé 2022

Pas d'agences !! Ni de professionnels !!!";https://www.pap.fr/annonces/maison-scientrier-74930-r444000543;
F37/2177 /  17 octobre 2024;33000.0;17/10/2024;777000.0;44.847554;-0.610717;maison;C;"Cauderan à proximité immédiate de grand Lebrun maison contemporaine de 166 m2 avec garage et  jardin clos de 35 m2 sans vis-à-vis et au calme.
Au rez-de-chaussée : entrée, garage, buanderie, cuisine semi ouverte wc, salon et salle à manger ouverte sur jardin.
Au premier étage 3 chambres avec chacune sa salle d’eau, wc sur le palier, pièce télé.
Au deuxième étage grande suite parentale avec salle d’eau, de bains, grand dressing, bureau, wc accès combles.
Chauffage électrique au sol et climatisation dans la suite parentale.
Taxe foncière 2.769€.";https://www.pap.fr/annonces/maison-bordeaux-33000-r453702177;
F29/1159 /  17 octobre 2024;75013.0;17/10/2024;415000.0;48.826246;2.364062;appartement;E;"Appartement de 66m2 dans une tour au 2eme étage, avec 2 ascenseurs
Avec cave.
Parking inclus à proximité (5 min à pied).

L'immeuble possède un gardien de 9h à 19h + un gardien de permanence le week-end, entrée avec digicode, hall équipé de caméras de surveillance.

Liste des pièces :
Pièce à vivre lumineuse sans vis-à-vis
Chambre 1
Chambre 2
Cuisine
Salle de bains avec baignoire
wc.

Charges mensuelles appartement : environ 466 euros (incluant chauffage central + eau chaude/froide).
Charges mensuelles parking : environ 32 euros
Taxe foncière 2023 : 1340 euros.

Transport / Commerces / écoles à proximité :
L'immeuble est situé dans le quartier des Olympiades/Tolbiac.
Métro Olympiade (L14) à 2 minutes
Métro Tolbiac (L7) à 5 min
Métro Place d'Italie à 10 min (L5, 6, 7)
Bus: 62, 64, 83 en bas de l'immeuble.

Franprix en bas de l'immeuble,
Supermarché et nombreux restaurants aux alentours

University Paris 1 Panthéon-Sorbonne
Paris School of Business
École supérieure de journalisme de Paris.

Agences s'abstenir.
Merci";https://www.pap.fr/annonces/appartement-paris-13e-75013-r452901159;Olympiades//Tolbiac//Maison Blanche
F36/3167 /  17 octobre 2024;92200.0;17/10/2024;440000.0;48.886993;2.283004;appartement;D;"Une très jolie deux pièces entièrement meublées tout confort 43,48 m2 Loi Carrez attestation énergétique D. Travaux refait à neuf en 2021 sous le contrôle de l'architecte de l'immeuble. Volume optimisé, pas de perte d'espace.
Il se compose d'une porte blindée 8 points, double vitrage sur toutes les fenêtres, une chambre avec dressing fait sur mesure avec beaucoup d'étagères, une salle de bains, toilette séparée et une cuisine aménagée et équipée ouverte sur le salon avec cheminé en partait état de marche, salle à manger vues dégagées sur la Tour Eiffel.
Situé au 5ème et dernier étage (possibilité d'installation d'un ascenseur sans casser la cage d'escalier, vu par le syndic et l'architecte de l'immeuble), une triple exposition sud, ouest et est, bénéficiant d'une parfaite luminosité du matin au soir sans vis-à-vis.
Meubles et électroménagers (réfrigérateur, four, plaque de cuisson à induction, lave vaisselle et lave linge de marque Bosch), matelas 180 x 200 de marque Tréca impérial état neuf, canapé-lit neuf.
Une très grande cave de 15 m2 aménagée avec étagères avec sol cimenté complète cette offre.

À 5 minutes à pied du palais des congrès et 2 minutes en métro pour aller aux spectacles Paris la Défense Arena. Sectorisation des écoles réputées : Lycée Pasteur, Saint Dominique, Sainte-Marie et - Proximité Bus, Métro Louise Michel, tram, RER A, B et E à porte Maillot et Commerces centre commercial E. Leclerc LEVALLOIS PERRET à 5 minutes à pied.

La résidence est située à Neuilly-sur-Seine, proche du quartier de la Défense et du Bois de Boulogne, dans un rayon de 400 m des transports en commun (métro - ligne 1, ligne 3 et bus), permettant de relier le centre de Paris en quelques minutes.

Concernant les travaux de mon appartement : l'électricité refait à neuf plomberies de chauffage et sanitaires refait à neuf. La chaudière à gaz toute neuve 2021 possibilités de programmer à distance pour l'allumée ou baiser la température. Le sol bénéficie d'une étanchéité plus isolation thermique et phonique. Les combles ont une isolation Thermique la toiture refaite entièrement par le syndicat en 2014.

450 000 euros  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-neuilly-sur-seine-92200-r453603167;Louise Michel//Anatole France//Porte de Champerret
F26/0365 /  17 octobre 2024;77380.0;17/10/2024;330000.0;48.659997;2.579967;maison;E;"Bien idéalement situé, au calme, dans un bel environnement entouré de verdure, au sein d'un quartier résidentiel recherché et à proximité des commerces et commodités.
A pied à 5 mn : école maternelle/primaire [collège à 10 mn], boulangerie, pharmacie, coiffeur, tabac presse et superette, bus.
En voiture : accès N104 et gare RER à 5 mn, centre commercial Carré Sénart à 10 mn.

Charmante maison d'une superficie de 108 m² sur deux niveaux, édifiée sur une parcelle de terrain de 202 m² entièrement clôturée comprenant :

Au rez-de-chaussée
Une entrée donnant sur une belle et spacieuse pièce de vie séjour/salle à manger avec cheminée à foyer ouvert et grandes portes fenêtres ouvrant sur une jolie terrasse. La cuisine ouverte entièrement équipée est attenante à un cellier/buanderie, lequel donne sur le garage/mezzanine actuellement aménagé avec nombreux rangements. WC indépendant.

A l'étage
Un palier dessert 4 chambres (l'une servant actuellement de grand dressing/bureau), une petite pièce offrant plusieurs possibilités d'aménagements, 2 salles d'eau dont une salle de bain avec ses nombreux rangements miroir, l'autre avec douche + WC.

A l'extérieur : un agréable jardin arboré avec terrasse et abri de jardin/bûcher, coin barbecue.

- 2 places de parking garanties

- Chauffage gaz chaudière condensation de 2023 - cheminée à foyer ouvert.
- Double vitrage et isolation toiture récents
- Estimation des coûts annuels : entre 1 710 € et 2 340 € par an

   DPE E =245 kWh/m2/an | 53 kgCO2/m2/an :
   classé fourchette haute E (limite D) notamment en raison du foyer ouvert conservé par choix

- Taxe foncière 1700 €  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. J'utilise Whatsapp et Skype. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-combs-la-ville-77380-r452600365;Combs-la-Ville - Quincy//Lieusaint - Moissy//Boussy-Saint-Antoine
F50/1744 /  18 octobre 2024;94340.0;18/10/2024;400000.0;48.819212;2.467674;appartement;D;"Idéalement situé à proximité de la Marne.
Proche de toutes les commodités (commerces, bus, école maternelle et primaire, lycée).
A 800m du RER A Joinville-le-Pont.

Appartement 3 pièces d'une superficie totale de 73m2 au 4ème et dernier étage avec balcon, il comporte :

Une entrée avec couloir, un séjour lumineux parqueté et orienté sud-est donnant sur un balcon filant extérieur avec belle vue dégagée, une cuisine indépendante aménagée, 1 chambre avec dressing et accès au balcon, une seconde chambre, une pièce pouvant servir de dressing, une salle d'eau avec fenêtre lave-mains et sèche-serviettes, wc séparés avec fenêtre.

Une cave complète ce bien.

Interphone.
Chauffage : gaz
Charges de copropriété : 2000€/an
Taxe foncière : 1300€/an  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. J'utilise Whatsapp et Skype. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/appartement-joinville-le-pont-94340-r455001744;Joinville-le-Pont//Saint-Maur - Créteil//Nogent-sur-Marne
E80/0948 /  17 octobre 2024;91660.0;17/10/2024;150000.0;48.312924;2.097957;terrain;;"Situé à Le Mérévillois (anciennement Méréville) à 15 km d'Étampes 40 km d'Orléans, grand et beau terrain plat constructible, 2400 m2, secteur résidentiel, calme, verdoyant, lieu dit""le Bois de Boulogne"". Possibilité de faire deux lots pour l'acquéreur.";https://www.pap.fr/annonces/terrain-mereville-r448000948;
F43/0955 /  17 octobre 2024;84190.0;17/10/2024;899000.0;44.129708;5.04137;maison;D;"Sortie village réputé, route des vins dans les vignes, villa de 10 pièces 8 chambres, 4 salles de bains, 4 wc, 2 salons (50 m2 et 30 m2), 2 cuisines équipées, chauffage fuel et électrique, Clim dans 2 chambres.
Piscine 11 x 4,5 m  1,60 m / 2,20 m profondeur, 4500 m2 terrain, 2 garages et parking privé,  au calme  très bon état général.  1000 mètres de tous commerces écoles, bus.
2500 E taxe foncière, 2000 E, taxe habitation. 2 entrées maison possibilité gîtes.";https://www.pap.fr/annonces/maison-beaumes-de-venise-84190-r454300955;
F51/2586 /  17 octobre 2024;97430.0;17/10/2024;435000.0;-21.238395;55.501277;maison;;"Sur la grande commune du Tampon, quartier de Bras de Pontho, nous mettons en vente notre belle maison familiale dans un quartier très calme, au pied des sentiers de randonnées du Bras de la Plaine, à 5 min du grand Parc des Palmiers du Monde et à 10 min de toutes les commodités (école, collège, lycée, commerces, médecins...) 15 min de la gare routière du Tampon, arrêt de bus à proximité immédiate (ligne T13).

La maison sera libre en Juillet 2025 à la fin de l'année scolaire.

La Villa se situe en retrait de la route sur une parcelle cadastrée de 557m² à l'altitude idéale de 749 m. 30 min du Port de Saint Pierre et de sa plage surveillée et 18 min du Bèlvédère de Bois Court, aire de pique-nique prisée pour sa fraîcheur. Maison récente avec de très beaux volumes, unique, construite avec des matériaux de qualité, (charpente apparente sous volige cryptoméria, menuiserie de bois nobles tel que du frène et du chêne) elle est composée au rez-de-chaussée :
-un bel espace de vie avec cuisine aménagée et son îlot central ouvert sur la salle à manger, l'ensemble prolongé d'une grande baie vitrée 4 ventaux donnant accès à une varangue de 17m².
-salon
-une pièce de 10m² ( bureau ou petite chambre)
-Wc
-cheminée suspendue ronde pour vos soirées d'hivers au coin du feu. Ambiance chaleureuse garantie! Vous accédez à l'étage par un magnifique escalier d'artisan agrémenté de marches en Tamarin des hauts vernies, fait sur mesure pour se marier parfaitement à la forme unique de cette maison. A la fin des marches vous accédez à une mezzanine de 14m² en partie vitrée accueillant :
-4 chambres entre 11.5m² et 13m² respectivement,
-Wc indépendant,
-salle de bains avec baignoire,
 -une grande terrasse couverte charpentée bois, aménagée et fleurie de 54m² avec une vue imprenable sur les montagnes de l'Entre-Deux et la mer de Pierrefond,
-une douche extérieure,
-un Jacuzzi 4 places pour se relaxer. Les autres prestations de cette Villa sont aussi :
-double vitrage partout,
-Portail électrique
-une cave au sous sol de 40m² aménageable selon vos projets,
-un garage de 52m² pouvant abriter 2 VL
-deux autres places de parking extérieur,
-une cuve enterrée de récupération des eaux pluviales de 20m3 qui alimente toute l'année les robinets extérieurs, le lave linge et possibilité les 2 wc,
-le terrain plat est idéal pour des petites réceptions et barbecues entre amis, il offre un espace pour les enfants et un coin potager + poulailler pour les amoureux de la nature. Il est possible d'y aménager une cuisine extérieure.
Année de construction 2018, sous garantie décennale. Tous les plans sont disponibles (maison, charpente, cheminée). Surface totale et utile couverte 300m² Chauffe eau solaire, assainissement non collectif contrôlé Octobre 2024 et Span ok. Certificat conformité à l'urbanisme ok, taxe foncière 2024 : 1866 euros.

Dpe en cours.";https://www.pap.fr/annonces/maison-le-tampon-97430-r455102586;
F26/1338 /  18 octobre 2024;42810.0;18/10/2024;168000.0;45.796153;4.276896;maison;E;"Idéalement située, au cœur d'un petit village calme, agréable et verdoyant avec toutes commodités à proximité immédiate.

Charmante maison de village rénovée sur deux niveaux d'une superficie de 85 m² comprenant :

Au rez-de-chaussée
une entrée donnant sur une salle à manger, une cuisine fermée entièrement équipée, wc indépendant.
Un escalier menant vers un niveau inférieur dessert un bel espace salon avec grandes baies vitrées ouvrant sur un balcon avec belle vue dégagée, une suite parentale avec baignoire balnéo et douche, wc séparé.

A l'étage
un palier dessert 2 chambres , un coin bureau, salle de bains avec wc.

Au sous-sol : une cave, une buanderie et un garage avec accès direct à la maison .

Chauffage gaz.";https://www.pap.fr/annonces/maison-rozier-en-donzy-42810-r452601338;
F46/2955 /  17 octobre 2024;6130.0;17/10/2024;690000.0;43.640459;6.927744;maison;D;"Quartier Magagnosc - Maison  118 m² avec très belle vue mer dégagée

Situation idéale, dans un bel environnement calme, agréable et verdoyant, à quelques minutes des commodités.

Maison avec beaucoup cachet, construction années 60, d'une superficie de 118 m² édifiée sur un terrain en restanque arboré avec des chênes et vieux oliviers, de 1.885 m²comprenant :

Au rez-de-chaussée
Un hall d'entrée desservant deux chambres dont une suite parentale avec salle d'eau et wc.

A l'étage
Une belle et lumineuse pièce de vie, avec cheminée, cuisine américaine et espace salle à manger, le tout ouvrant sur une jolie terrasse avec vue mer imprenable, sans aucun vis-à-vis et une arrière cuisine .
Un couloir dessert deux chambres avec nombreux rangementsdont une donnant sur la terrasse, une salle de bains, wc séparés.

A l'extérieur
Un agréable et spacieux jardin paysager et arboré sans aucun vis-à-vis,  piscinable .
-Accès à un grenier aménageable.
-Garage indépendant.
- Chauffage pompe à chaleur air/eau neuve (3ans).
- Double vitrage.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/maison-grasse-06130-r454602955;
